Ticker,Time,Millisec,LastPrice,Volume,BidVolume1,BidPrice1,AskVolume1,AskPrice1
IF1502,13:35:15,100,3387.4,302141,3,3387.8,16,3388
IF1502,13:35:15,600,3387.8,302147,2,3387.6,15,3388
IF1502,13:35:16,100,3387.8,302147,2,3387.6,1,3387.8
IF1502,13:35:16,600,3387.6,302150,16,3387.4,1,3387.6
IF1502,13:35:17,100,3387.8,302154,2,3387.6,13,3388
IF1502,13:35:17,600,3387.6,302156,3,3387.6,2,3387.8
IF1502,13:35:18,100,3388,302166,3,3387.8,5,3388
IF1502,13:35:18,600,3388.2,302174,1,3388.2,3,3388.4
IF1502,13:35:19,100,3387.6,302183,16,3387.4,1,3387.8
IF1502,13:35:19,600,3387.4,302190,10,3387.4,4,3387.6
IF1502,13:35:20,100,3387.8,302201,1,3387.8,4,3388
IF1502,13:35:20,600,3387.8,302212,4,3387.8,4,3388
IF1502,13:35:21,100,3387.8,302215,1,3387.8,8,3388
IF1502,13:35:21,600,3387.6,302219,5,3387.6,4,3387.8
IF1502,13:35:22,100,3387.6,302226,2,3387.6,1,3387.8
IF1502,13:35:22,600,3387.8,302230,2,3387.6,1,3387.8
IF1502,13:35:23,100,3388,302235,5,3387.4,6,3388
IF1502,13:35:23,600,3387.8,302238,2,3387.6,6,3388
IF1502,13:35:24,100,3388,302243,4,3387.6,2,3387.8
IF1502,13:35:24,600,3387.8,302247,4,3387.6,6,3388
IF1502,13:35:25,100,3387.8,302249,1,3387.8,4,3388
IF1502,13:35:25,600,3387.8,302256,2,3387.8,1,3388
IF1502,13:35:26,100,3387.6,302260,1,3387.6,2,3387.8
IF1502,13:35:26,600,3387.8,302269,2,3387.8,1,3388
IF1502,13:35:27,100,3387.8,302273,2,3387.6,4,3388
IF1502,13:35:27,600,3387.4,302279,3,3387.4,2,3387.6
IF1502,13:35:28,100,3387.4,302283,8,3387.2,3,3387.6
IF1502,13:35:28,600,3387.4,302286,8,3387.2,2,3387.4
IF1502,13:35:29,100,3387.4,302288,8,3387.2,3,3387.4
IF1502,13:35:29,600,3387.2,302289,8,3387.2,2,3387.4
IF1502,13:35:30,100,3387.2,302298,1,3387.2,4,3387.4
IF1502,13:35:30,600,3387.2,302300,8,3387,1,3387.2
IF1502,13:35:31,100,3387,302304,5,3387,4,3387.2
IF1502,13:35:31,600,3387,302307,8,3387,3,3387.2
IF1502,13:35:32,100,3387.2,302309,8,3387,1,3387.2
IF1502,13:35:32,600,3387,302315,3,3387,1,3387.2
IF1502,13:35:33,100,3387.4,302317,1,3387.2,2,3387.4
IF1502,13:35:33,600,3387.4,302322,2,3387.2,5,3387.6
IF1502,13:35:34,100,3387.6,302324,2,3387.4,4,3387.6
IF1502,13:35:34,600,3387.4,302329,4,3387.2,1,3387.4
IF1502,13:35:35,100,3387.4,302333,4,3387.2,2,3387.4
IF1502,13:35:35,600,3387.4,302338,70,3387.4,2,3387.6
IF1502,13:35:36,100,3387.4,302339,71,3387.4,2,3387.6
IF1502,13:35:36,600,3387.4,302341,69,3387.4,2,3387.6
IF1502,13:35:37,100,3387.4,302341,67,3387.4,2,3387.6
IF1502,13:35:37,600,3387.4,302351,62,3387.4,2,3387.6
IF1502,13:35:38,100,3387.6,302353,61,3387.4,2,3387.6
IF1502,13:35:38,600,3387.6,302353,61,3387.4,3,3387.6
IF1502,13:35:39,100,3387.4,302375,39,3387.4,2,3387.6
IF1502,13:35:39,600,3387.6,302380,39,3387.4,3,3387.8
IF1502,13:35:40,100,3387.4,302381,38,3387.4,4,3387.8
IF1502,13:35:40,600,3387.4,302388,36,3387.4,2,3387.6
IF1502,13:35:41,100,3387.6,302389,36,3387.4,2,3387.6
IF1502,13:35:41,600,3387.6,302395,33,3387.4,5,3387.6
IF1502,13:35:42,100,3387.6,302396,32,3387.4,2,3387.6
IF1502,13:35:42,600,3387.4,302401,27,3387.4,5,3387.6
IF1502,13:35:43,100,3387.6,302410,22,3387.4,2,3387.6
IF1502,13:35:43,600,3387.4,302415,17,3387.4,4,3387.6
IF1502,13:35:44,100,3387.6,302416,17,3387.4,2,3387.6
IF1502,13:35:44,600,3387.4,302417,17,3387.4,4,3387.6
IF1502,13:35:45,100,3387.4,302431,14,3387.4,2,3387.8
IF1502,13:35:45,600,3387.6,302438,8,3387.4,3,3387.6
IF1502,13:35:46,100,3387.2,302449,9,3387.2,1,3387.4
IF1502,13:35:46,600,3387,302460,11,3387,53,3387.6
IF1502,13:35:47,100,3387,302471,8,3386.8,59,3387.4
IF1502,13:35:47,600,3386.6,302486,4,3386.4,1,3386.6
IF1502,13:35:48,100,3386.8,302492,2,3386.6,2,3387
IF1502,13:35:48,600,3386.4,302498,6,3386.4,1,3386.6
IF1502,13:35:49,100,3386.6,302499,1,3386.6,4,3386.8
IF1502,13:35:49,600,3386.6,302501,7,3386.4,2,3386.6
IF1502,13:35:50,100,3386.6,302504,5,3386.4,2,3386.6
IF1502,13:35:50,600,3386.6,302507,2,3386.6,4,3386.8
IF1502,13:35:51,100,3386.6,302513,3,3386.4,7,3386.8
IF1502,13:35:51,600,3386.6,302519,4,3386.6,5,3387
IF1502,13:35:52,100,3386.6,302520,3,3386.6,5,3387
IF1502,13:35:52,600,3387,302527,4,3386.8,1,3387
IF1502,13:35:53,100,3387.2,302531,5,3387.2,3,3387.4
IF1502,13:35:53,600,3387.2,302536,4,3387,96,3387.2
IF1502,13:35:54,100,3387.2,302622,10,3387,11,3387.2
IF1502,13:35:54,600,3387.6,302641,2,3387.4,11,3387.6
IF1502,13:35:55,100,3388,302657,4,3387.8,14,3388
IF1502,13:35:55,600,3388,302671,1,3388,5,3388.2
IF1502,13:35:56,100,3389.6,302724,1,3389.4,2,3389.8
IF1502,13:35:56,600,3389.8,302733,4,3389,3,3389.4
IF1502,13:35:57,100,3390.2,302752,2,3389.8,6,3390.4
IF1502,13:35:57,600,3390.8,302765,3,3390.2,1,3390.8
IF1502,13:35:58,100,3390.8,302768,6,3390.4,2,3390.8
IF1502,13:35:58,600,3391,302777,2,3390.8,5,3391
IF1502,13:35:59,100,3391,302784,4,3390.8,4,3391
IF1502,13:35:59,600,3390.8,302792,7,3390.6,1,3391
IF1502,13:36:00,100,3391,302837,11,3390.4,1,3390.6
IF1502,13:36:00,600,3390.4,302849,3,3390.4,6,3390.6
IF1502,13:36:01,100,3390.4,302868,17,3390.4,49,3390.8
IF1502,13:36:01,600,3388.8,302914,1,3388.6,1,3389
IF1502,13:36:02,100,3388.2,302927,4,3388.2,2,3389
IF1502,13:36:02,600,3388.8,302936,1,3388.4,3,3389
IF1502,13:36:03,100,3388.2,302965,3,3388,4,3388.4
IF1502,13:36:03,600,3387.8,302975,7,3387.8,2,3388
IF1502,13:36:04,100,3388.8,302986,2,3388.8,2,3389
IF1502,13:36:04,600,3389.6,303010,6,3389.4,2,3389.6
IF1502,13:36:05,100,3389.2,303021,2,3389,1,3389.2
IF1502,13:36:05,600,3389.2,303038,6,3388.4,1,3389.2
IF1502,13:36:06,100,3389.2,303044,1,3388.6,1,3389
IF1502,13:36:06,600,3388.4,303097,4,3388,4,3388.6
IF1502,13:36:07,100,3388.4,303098,7,3388.4,6,3388.6
IF1502,13:36:07,600,3388.4,303102,7,3388.4,7,3388.6
IF1502,13:36:08,100,3388.4,303106,6,3388.4,4,3388.6
IF1502,13:36:08,600,3389.2,303116,1,3389.2,18,3389.4
IF1502,13:36:09,100,3389.2,303119,5,3389,3,3389.2
IF1502,13:36:09,600,3389.2,303130,2,3389.2,15,3389.4
IF1502,13:36:10,100,3389.4,303147,3,3389.4,3,3389.6
IF1502,13:36:10,600,3390,303159,46,3389.4,2,3389.6
IF1502,13:36:11,100,3390.2,303169,2,3390.2,5,3390.4
IF1502,13:36:11,600,3390.8,303184,1,3390.6,6,3390.8
IF1502,13:36:12,100,3390.6,303191,2,3390.4,1,3390.6
IF1502,13:36:12,600,3390.4,303195,2,3390.4,4,3390.6
IF1502,13:36:13,100,3390.2,303208,3,3390,6,3390.4
IF1502,13:36:13,600,3389.8,303213,2,3389.8,15,3390
IF1502,13:36:14,100,3389.6,303227,3,3389.4,1,3389.8
IF1502,13:36:14,600,3389.4,303235,1,3389.2,6,3389.6
IF1502,13:36:56,600,3390.8,304082,1,3390.8,1,3391
IF1502,13:36:57,100,3390.6,304090,1,3390.6,41,3391.2
IF1502,13:36:57,600,3390.4,304102,11,3390.4,1,3390.6
IF1502,13:36:58,100,3390.2,304123,3,3390.2,40,3390.8
IF1502,13:36:58,600,3390.4,304131,22,3390,1,3390.4
IF1502,13:36:59,100,3390,304137,20,3390,2,3390.4
IF1502,13:36:59,600,3390,304141,18,3390,1,3390.4
IF1502,13:37:00,100,3390.6,304155,12,3390,1,3390.4
IF1502,13:37:00,600,3390.2,304166,9,3390,4,3390.2
IF1502,13:37:01,100,3390,304179,8,3389.8,3,3390
IF1502,13:37:01,600,3389.8,304191,5,3389.6,3,3390
IF1502,13:37:02,100,3390,304209,5,3390,24,3390.2
IF1502,13:37:02,600,3390,304218,5,3389.6,26,3390.2
IF1502,13:37:03,100,3389.8,304221,5,3389.6,2,3390
IF1502,13:37:03,600,3389.6,304227,13,3389.4,1,3389.8
IF1502,13:37:04,100,3389.6,304227,12,3389.4,5,3389.6
IF1502,13:37:04,600,3389.6,304237,2,3389.4,12,3389.6
IF1502,13:37:05,100,3389.2,304241,5,3389.2,16,3389.6
IF1502,13:37:05,600,3389.2,304249,1,3389.2,1,3389.4
IF1502,13:37:06,100,3389.2,304256,3,3389,4,3389.2
IF1502,13:37:06,600,3388.8,304272,4,3388.6,4,3389
IF1502,13:37:07,100,3388.4,304285,5,3388.2,10,3388.4
IF1502,13:37:07,600,3388,304299,9,3388,8,3388.4
IF1502,13:37:08,100,3388.2,304307,5,3388,1,3388.2
IF1502,13:37:08,600,3388.4,304316,3,3387.8,5,3388.4
IF1502,13:37:09,100,3388.4,304324,1,3388.4,3,3388.6
IF1502,13:37:09,600,3388.6,304327,4,3388.6,4,3388.8
IF1502,13:37:10,100,3388.8,304335,4,3388.6,18,3388.8
IF1502,13:37:10,600,3388.6,304343,9,3388.4,1,3388.6
IF1502,13:37:11,100,3388.2,304353,2,3388.2,56,3388.6
IF1502,13:37:11,600,3388.2,304366,4,3387.8,2,3388.2
IF1502,13:37:12,100,3387.8,304374,8,3387.6,6,3387.8
IF1502,13:37:12,600,3387.8,304376,8,3387.6,7,3387.8
IF1502,13:37:13,100,3387.8,304388,2,3387.6,1,3387.8
IF1502,13:37:13,600,3387.8,304396,3,3387.6,3,3388.2
IF1502,13:37:14,100,3387.8,304399,4,3387.8,2,3388.2
IF1502,13:37:14,600,3388.4,304406,1,3388.2,2,3388.4
IF1502,13:37:15,100,3388.2,304411,6,3387.8,2,3388.4
IF1502,13:37:15,600,3388.4,304419,4,3388,3,3388.6
IF1502,13:37:16,100,3388.6,304423,6,3388,3,3388.6
IF1502,13:37:16,600,3388.2,304447,1,3387.8,18,3388.2
IF1502,13:37:17,100,3387,304470,13,3387,45,3387.8
IF1502,13:37:17,600,3386,304503,3,3386,40,3386.6
IF1502,13:37:18,100,3385.8,304511,9,3385.6,1,3386
IF1502,13:37:18,600,3385.4,304525,11,3385.4,1,3385.6
IF1502,13:37:19,100,3385.2,304544,10,3385.2,8,3385.4
IF1502,13:37:19,600,3385.2,304554,7,3385.2,3,3385.4
IF1502,13:37:20,100,3385.6,304562,2,3385.4,9,3385.6
IF1502,13:37:20,600,3385.6,304576,3,3385.6,2,3385.8
IF1502,13:37:21,100,3386.8,304590,54,3385.8,5,3386.8
IF1502,13:37:21,600,3387.2,304612,2,3387.6,3,3387.8
IF1502,13:37:22,100,3387,304648,1,3386.6,3,3387.2
IF1502,13:37:22,600,3386,304663,3,3385.6,2,3386.2
IF1502,13:37:23,100,3383.8,304722,11,3383.8,19,3384.6
IF1502,13:37:23,600,3383.4,304740,3,3383.4,1,3383.8
IF1502,13:37:24,100,3382.6,304771,8,3382.6,4,3383.4
IF1502,13:37:24,600,3382.2,304791,5,3382.2,5,3382.6
IF1502,13:37:25,100,3382,304815,5,3382,1,3382.2
IF1502,13:37:25,600,3382.6,304827,3,3382.2,2,3382.6
IF1502,13:37:26,100,3382,304839,3,3382,3,3382.6
IF1502,13:37:26,600,3382.6,304852,12,3381.8,1,3382.6
IF1502,13:37:27,100,3382.2,304869,43,3382,88,3382.2
IF1502,13:37:27,600,3383,304971,4,3382.6,3,3383
IF1502,13:37:28,100,3383.8,304990,1,3383.6,1,3383.8
IF1502,13:37:28,600,3384,305008,1,3383.6,4,3384.8
IF1502,13:37:29,100,3384.2,305010,2,3384.2,1,3384.4
IF1502,13:37:29,600,3383.8,305025,1,3383.2,4,3383.6
IF1502,13:37:30,100,3384.4,305059,2,3383.4,31,3384.4
IF1502,13:37:30,600,3383.4,305064,2,3383.2,3,3383.4
IF1502,13:37:31,100,3383.4,305072,2,3383.2,1,3383.4
IF1502,13:37:31,600,3382.8,305083,9,3382.8,3,3383.2
IF1502,13:37:32,100,3382.8,305092,5,3382.8,1,3383
IF1502,13:37:32,600,3383.4,305107,4,3382.8,1,3383.2
IF1502,13:37:33,100,3383,305112,6,3382.8,1,3383
IF1502,13:37:33,600,3383.2,305116,1,3383,1,3383.2
IF1502,13:37:34,100,3383.4,305123,4,3383.2,1,3383.6
IF1502,13:37:34,600,3383.2,305131,3,3383,5,3383.4
IF1502,13:37:35,100,3383.4,305138,1,3383.4,1,3383.6
IF1502,13:37:35,600,3383.8,305157,3,3383.8,2,3384
IF1502,13:37:36,100,3383.8,305159,9,3383.8,2,3384
IF1502,13:37:36,600,3384.2,305162,2,3384,1,3384.2
IF1502,13:37:37,100,3384.2,305165,6,3384,1,3384.2
IF1502,13:37:37,600,3384,305184,14,3383.8,9,3384
IF1502,13:37:38,100,3383.8,305201,12,3383.6,2,3383.8
IF1502,13:37:38,600,3383.6,305207,7,3383.6,3,3383.8
IF1502,13:37:39,100,3382.8,305241,9,3382.6,2,3383.2
IF1502,13:37:39,600,3382.6,305255,9,3382.6,1,3383.2
IF1502,13:37:40,100,3382.8,305267,2,3382.8,2,3383
IF1502,13:37:40,600,3382.6,305272,1,3382.4,3,3382.6
IF1502,13:37:41,100,3382.6,305278,4,3382.2,1,3382.4
IF1502,13:37:41,600,3382.4,305281,2,3382.4,3,3382.6
IF1502,13:37:42,100,3382.8,305293,3,3382.6,1,3383
IF1502,13:37:42,600,3382.4,305301,1,3382.2,3,3382.6
IF1502,13:37:43,100,3382.2,305322,3,3382,1,3382.6
IF1502,13:37:43,600,3382.2,305332,5,3382,3,3382.8
IF1502,13:37:44,100,3382,305335,1,3382.6,3,3382.8
IF1502,13:37:44,600,3382.8,305367,2,3382.6,2,3382.8
IF1502,13:37:45,100,3383,305373,3,3383,2,3383.2
IF1502,13:37:45,600,3382.8,305383,1,3382.6,2,3382.8
IF1502,13:37:46,100,3382.8,305393,5,3382.4,3,3382.8
IF1502,13:37:46,600,3383.4,305406,5,3382.4,53,3383.4
IF1502,13:37:47,100,3382.4,305416,2,3382.4,1,3382.6
IF1502,13:37:47,600,3382.4,305427,9,3382.4,2,3382.6
IF1502,13:37:48,100,3382.4,305465,1,3382.2,2,3382.6
IF1502,13:37:48,600,3382.4,305467,7,3382.2,3,3382.6
IF1502,13:37:49,100,3382.6,305471,3,3382.6,3,3382.8
IF1502,13:37:49,600,3382.2,305483,12,3382,92,3382.2
IF1502,13:37:50,100,3382.2,305490,11,3382,86,3382.2
IF1502,13:37:50,600,3382.2,305492,9,3382,85,3382.2
IF1502,13:37:51,100,3382,305499,8,3382,85,3382.2
IF1502,13:37:51,600,3382.2,305511,6,3382,77,3382.2
IF1502,13:37:52,100,3382.2,305517,4,3382,75,3382.2
IF1502,13:37:52,600,3382.2,305528,4,3382,64,3382.2
IF1502,13:37:53,100,3382.2,305543,5,3382,50,3382.2
IF1502,13:37:53,600,3382.4,305603,27,3382.2,5,3382.4
IF1502,13:37:54,100,3383,305619,2,3382.6,3,3383
IF1502,13:37:54,600,3383.6,305631,5,3383.4,2,3383.8
IF1502,13:37:55,100,3384,305636,1,3383.6,6,3384
IF1502,13:37:55,600,3384,305642,1,3383.6,5,3384
IF1502,13:37:56,100,3384,305646,1,3383.8,3,3384
IF1502,13:37:56,600,3383.8,305656,2,3383.8,4,3384.2
IF1502,13:37:57,100,3383.8,305658,7,3383.6,3,3383.8
IF1502,13:37:57,600,3383.6,305664,7,3383.4,1,3383.6
IF1502,13:37:58,100,3383.2,305675,4,3383.2,2,3383.4
IF1502,13:37:58,600,3383,305680,3,3383,3,3383.2
IF1502,13:37:59,100,3383.4,305687,2,3383.2,5,3383.4
IF1502,13:37:59,600,3383.8,305703,2,3383.6,3,3383.8
IF1502,13:38:00,100,3383.8,305706,4,3383.6,2,3384
IF1502,13:38:00,600,3384.4,305718,1,3384.2,23,3384.4
IF1502,13:38:01,100,3384.4,305730,3,3384,41,3384.4
IF1502,13:38:01,600,3384.4,305739,2,3384.2,35,3384.4
IF1502,13:38:02,100,3384.2,305750,2,3384.2,29,3384.4
IF1502,13:38:02,600,3384,305758,2,3384,1,3384.2
IF1502,13:38:03,100,3383.8,305771,2,3383.8,1,3384
IF1502,13:38:03,600,3383.4,305783,1,3383.4,1,3383.6
IF1502,13:38:04,100,3383,305796,4,3382.8,2,3383
IF1502,13:38:04,600,3382.4,305806,2,3382.4,2,3382.6
IF1502,13:38:05,100,3383,305818,1,3383,4,3383.4
IF1502,13:38:05,600,3383.2,305826,4,3382.8,1,3383
IF1502,13:38:06,100,3382.2,305833,4,3382.2,2,3382.8
IF1502,13:38:06,600,3382.8,305841,1,3382.4,5,3382.8
IF1502,13:38:07,100,3382.8,305849,2,3382.6,1,3382.8
IF1502,13:38:07,600,3382.4,305857,2,3382.4,1,3382.6
IF1502,13:38:08,100,3382.4,305859,4,3382.2,3,3382.6
IF1502,13:38:08,600,3382.4,305868,5,3382,3,3382.4
IF1502,13:38:09,100,3382,305886,2,3382,1,3382.4
IF1502,13:38:09,600,3381.8,305891,1,3381.8,10,3382
IF1502,13:38:10,100,3381.2,305906,4,3381,1,3381.2
IF1502,13:38:10,600,3381.4,305921,8,3380.8,3,3381.4
IF1502,13:38:11,100,3381.2,305939,5,3380.4,1,3381.2
IF1502,13:38:11,600,3380,305960,44,3380,1,3380.4
IF1502,13:38:12,100,3380.4,305977,36,3380,5,3380.4
IF1502,13:38:12,600,3380,306040,18,3380,35,3380.2
IF1502,13:38:13,100,3378.8,306077,2,3378.8,5,3379.2
IF1502,13:38:13,600,3379,306097,2,3378.6,2,3379.2
IF1502,13:38:14,100,3379.2,306124,1,3379.4,2,3380
IF1502,13:38:14,600,3379.6,306147,2,3379.2,33,3380
IF1502,13:38:15,100,3379.4,306157,4,3379.2,4,3379.6
IF1502,13:38:15,600,3379,306174,2,3379,3,3379.2
IF1502,13:38:16,100,3379.2,306187,4,3378.8,3,3379.2
IF1502,13:38:16,600,3379.2,306199,1,3379,2,3379.2
IF1502,13:38:17,100,3378.8,306214,4,3378.8,4,3379.4
IF1502,13:38:17,600,3379,306232,1,3379,1,3379.4
IF1502,13:38:18,100,3379.4,306245,4,3379,2,3379.6
IF1502,13:38:18,600,3379.8,306256,3,3379.4,1,3379.8
IF1502,13:38:19,100,3379.6,306271,2,3379.4,6,3379.6
IF1502,13:38:19,600,3380.2,306286,4,3380,1,3380.2
IF1502,13:38:20,100,3380,306291,3,3380,1,3380.4
IF1502,13:38:20,600,3380.4,306296,3,3380.2,1,3380.4
IF1502,13:38:21,100,3380.6,306300,6,3380.2,3,3380.6
IF1502,13:38:21,600,3380.6,306304,2,3380.6,3,3380.8
IF1502,13:38:22,100,3380.6,306313,1,3380.6,6,3380.8
IF1502,13:38:22,600,3380.6,306321,9,3380.2,7,3380.8
IF1502,13:38:23,100,3380.8,306323,2,3380.4,4,3380.8
IF1502,13:38:23,600,3380.8,306324,2,3380.4,3,3380.8
IF1502,13:38:24,100,3380.8,306325,2,3380.4,3,3380.8
IF1502,13:38:24,600,3380.4,306326,1,3380.6,4,3380.8
IF1502,13:38:25,100,3380.8,306330,4,3380.6,1,3380.8
IF1502,13:38:25,600,3381.4,306342,2,3380.8,1,3381.2
IF1502,13:38:26,100,3381.2,306344,6,3381.2,3,3381.4
IF1502,13:38:26,600,3381.2,306357,5,3381.2,3,3381.6
IF1502,13:38:27,100,3381.4,306366,2,3381.6,2,3381.8
IF1502,13:38:27,600,3382,306375,1,3381.8,5,3382
IF1502,13:38:28,100,3381.8,306382,5,3381.6,1,3381.8
IF1502,13:38:28,600,3382.2,306394,34,3381.6,2,3382.2
IF1502,13:38:29,100,3382.6,306401,1,3382.4,1,3382.6
IF1502,13:38:29,600,3383.2,306425,1,3382.6,2,3383.2
IF1502,13:38:30,100,3382.6,306431,4,3382.2,3,3382.6
IF1502,13:38:30,600,3382,306443,4,3382,56,3382.8
IF1502,13:38:31,100,3381.4,306458,1,3381.4,2,3382.2
IF1502,13:38:31,600,3381.2,306462,4,3381.2,1,3381.4
IF1502,13:38:32,100,3381.2,306474,6,3381,2,3381.6
IF1502,13:38:32,600,3381.2,306478,1,3381.2,3,3381.4
IF1502,13:38:33,100,3381.8,306495,62,3381.8,58,3382
IF1502,13:38:33,600,3381.8,306506,51,3381.8,58,3382
IF1502,13:38:34,100,3381.8,306528,30,3381.8,58,3382
IF1502,13:38:34,600,3380.8,306566,5,3380.8,1,3381
IF1502,13:38:35,100,3380.6,306574,9,3380.6,6,3380.8
IF1502,13:38:35,600,3380.8,306587,36,3380.4,54,3380.8
IF1502,13:38:36,100,3380,306634,2,3380,39,3380.4
IF1502,13:38:36,600,3379.6,306652,3,3379.6,31,3380.2
IF1502,13:38:37,100,3380,306664,4,3379.4,38,3380
IF1502,13:38:37,600,3379.4,306675,7,3379.2,2,3379.4
IF1502,13:38:38,100,3379.2,306686,37,3379,3,3379.4
IF1502,13:38:38,600,3379.2,306696,1,3379.2,8,3379.6
IF1502,13:38:39,100,3379.8,306706,3,3379.4,1,3379.8
IF1502,13:38:39,600,3380,306713,4,3380,3,3380.2
IF1502,13:38:40,100,3380.2,306721,4,3380,1,3380.2
IF1502,13:38:40,600,3380,306732,1,3379.8,1,3380
IF1502,13:38:41,100,3379.8,306746,19,3380,3,3380.2
IF1502,13:38:41,600,3380,306758,7,3380,3,3380.2
IF1502,13:38:42,100,3379.4,306774,2,3379.2,1,3379.8
IF1502,13:38:42,600,3379,306784,35,3379,3,3379.4
IF1502,13:38:43,100,3379,306803,20,3379,50,3379.2
IF1502,13:38:43,600,3379,306821,5,3379,2,3379.2
IF1502,13:38:44,100,3378.6,306843,3,3378.6,1,3379
IF1502,13:38:44,600,3378.4,306856,3,3378.8,2,3379.2
IF1502,13:38:45,100,3378.2,306867,1,3378.2,2,3378.6
IF1502,13:38:45,600,3378.4,306874,3,3378.2,2,3378.8
IF1502,13:38:46,100,3379.2,306884,2,3378.4,4,3379.2
IF1502,13:38:46,600,3379.6,306935,29,3378.4,2,3379.6
IF1502,13:38:47,100,3379.8,306941,3,3379.6,2,3379.8
IF1502,13:38:47,600,3379.6,306948,3,3379.4,6,3380
IF1502,13:38:48,100,3379.8,306954,2,3379.2,8,3379.6
IF1502,13:38:48,600,3378,306977,3,3378.6,2,3379
IF1502,13:38:49,100,3378.6,306983,3,3378.4,2,3378.6
IF1502,13:38:49,600,3378.8,306987,3,3378.6,1,3378.8
IF1502,13:38:50,100,3378.6,306993,2,3378.6,5,3379
IF1502,13:38:50,600,3378.6,306995,2,3378.6,1,3378.8
IF1502,13:38:51,100,3378.6,307002,18,3378.6,1,3378.8
IF1502,13:38:51,600,3378.6,307005,18,3378.6,2,3378.8
IF1502,13:38:52,100,3379,307022,2,3379,6,3379.4
IF1502,13:38:52,600,3379,307032,5,3378.8,1,3379.2
IF1502,13:38:53,100,3378.8,307043,15,3378.6,1,3379
IF1502,13:38:53,600,3379.2,307052,1,3379.2,6,3379.4
IF1502,13:38:54,100,3379.2,307061,5,3379,2,3379.2
IF1502,13:38:54,600,3378.6,307074,11,3378.6,1,3379
IF1502,13:38:55,100,3378.6,307079,10,3378.6,4,3379
IF1502,13:38:55,600,3378.8,307091,97,3378.8,4,3379
IF1502,13:38:56,100,3379,307106,13,3379,4,3379.2
IF1502,13:38:56,600,3378.8,307123,96,3378.8,4,3379.2
IF1502,13:38:57,100,3378.8,307146,74,3378.8,1,3379
IF1502,13:38:57,600,3378,307255,26,3378,19,3378.6
IF1502,13:38:58,100,3378,307281,4,3377.8,1,3378
IF1502,13:38:58,600,3377,307298,18,3377,47,3377.8
IF1502,13:38:59,100,3376.6,307333,3,3376.6,1,3377.2
IF1502,13:38:59,600,3377.2,307343,1,3376.8,1,3377
IF1502,13:39:00,100,3376.6,307353,4,3376.4,1,3376.6
IF1502,13:39:00,600,3376.4,307378,2,3376.2,8,3376.4
IF1502,13:39:01,100,3376.2,307401,20,3376.2,5,3376.6
IF1502,13:39:01,600,3376.6,307407,7,3376.4,2,3376.6
IF1502,13:39:02,100,3376.8,307418,3,3376.6,3,3377
IF1502,13:39:02,600,3377.8,307432,7,3377.2,32,3377.8
IF1502,13:39:03,100,3377.8,307440,3,3377.2,29,3377.8
IF1502,13:39:03,600,3376.6,307471,16,3376.4,81,3376.6
IF1502,13:39:04,100,3376.6,307487,7,3376.4,77,3376.6
IF1502,13:39:04,600,3376.2,307509,11,3376.2,1,3376.4
IF1502,13:39:05,100,3375.8,307556,12,3375.8,3,3376
IF1502,13:39:05,600,3375.8,307578,2,3375.4,1,3376
IF1502,13:39:06,100,3375.4,307614,9,3375,13,3375.4
IF1502,13:39:06,600,3374.8,307639,2,3374.2,1,3374.4
IF1502,13:39:07,100,3374.4,307669,7,3373.8,7,3374.4
IF1502,13:39:07,600,3374,307684,2,3374.4,7,3375
IF1502,13:39:08,100,3375.4,307712,2,3375,9,3375.4
IF1502,13:39:08,600,3375,307740,2,3374.8,1,3375.8
IF1502,13:39:09,100,3376.4,307759,2,3376.2,5,3376.4
IF1502,13:39:09,600,3376.4,307798,7,3376.2,16,3376.4
IF1502,13:39:10,100,3377.2,307826,2,3377.6,2,3377.8
IF1502,13:39:10,600,3377.8,307839,1,3377.8,1,3378.2
IF1502,13:39:11,100,3377.6,307848,4,3377.8,1,3378
IF1502,13:39:11,600,3378.6,307855,3,3378.4,2,3378.6
IF1502,13:39:12,100,3378.4,307867,1,3378.6,11,3378.8
IF1502,13:39:12,600,3379,307886,35,3378.4,4,3379
IF1502,13:39:13,100,3378.8,307903,51,3378.4,2,3378.8
IF1502,13:39:13,600,3379.4,307921,3,3379.4,2,3379.6
IF1502,13:39:14,100,3378.8,307934,3,3378.8,5,3379
IF1502,13:39:14,600,3378.8,307948,3,3378.4,2,3378.8
IF1502,13:39:15,100,3378.8,307958,2,3379,2,3379.2
IF1502,13:39:15,600,3379.6,307966,2,3379.4,3,3379.6
IF1502,13:39:16,100,3379.6,307976,7,3379.2,5,3379.8
IF1502,13:39:16,600,3380,307984,1,3379.8,4,3380
IF1502,13:39:17,100,3380.2,307990,4,3379.8,6,3380.2
IF1502,13:39:17,600,3380.2,308010,2,3380.2,1,3380.4
IF1502,13:39:18,100,3380.2,308020,2,3380.2,3,3380.6
IF1502,13:39:18,600,3380.2,308034,9,3380.2,1,3380.4
IF1502,13:39:19,100,3380.6,308045,14,3380.6,3,3380.8
IF1502,13:39:19,600,3380.2,308069,2,3380.2,31,3380.6
IF1502,13:39:20,100,3379.2,308092,1,3379.2,47,3379.8
IF1502,13:39:20,600,3379.4,308121,1,3378.6,2,3379
IF1502,13:39:21,100,3378.8,308127,2,3378.8,1,3379
IF1502,13:39:21,600,3379.2,308136,2,3378.6,3,3379.2
